match_id,season,match_number,stage,date,venue,city,team1,team2,toss_winner,toss_decision,first_innings_score,first_innings_wickets,first_innings_overs,second_innings_score,second_innings_wickets,second_innings_overs,result,winner,win_by,win_margin,player_of_match,umpire1,umpire2,is_day_night
M0101,2009,41,League,2009-05-03,M. A. Chidambaram Stadium,Chennai,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,bat,124,3,19.9,131,6,19.5,normal,Delhi Daredevils,wickets,8,Rishabh Sharma,Simon Taufel,Richard Kettleborough,False
M0102,2009,42,League,2009-05-04,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Deccan Chargers,Chennai Super Kings,Chennai Super Kings,bat,196,8,18.2,200,10,18.9,normal,Deccan Chargers,wickets,5,Heinrich Markram,Michael Gough,Aleem Dar,True
M0103,2009,43,League,2009-05-06,MCA Stadium,Pune,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,117,5,19.8,115,3,18.2,normal,Royal Challengers Bangalore,runs,2,Harry Jadeja,Chris Gaffaney,Anil Chaudhary,True
M0104,2009,44,League,2009-05-08,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,177,10,20.0,180,8,16.5,normal,Delhi Daredevils,wickets,6,Jasprit Rayudu,Nitin Menon,Paul Reiffel,False
M0105,2009,45,League,2009-05-09,Punjab Cricket Association Stadium,Mohali,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,112,7,18.4,120,10,18.5,normal,Kings XI Punjab,wickets,4,Gulbadin Archer,Sundaram Ravi,Michael Gough,False
M0106,2009,46,League,2009-05-10,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,bat,218,5,18.5,224,7,16.0,normal,Royal Challengers Bangalore,wickets,4,Anrich Hazlewood,Marais Erasmus,Aleem Dar,True
M0107,2009,47,League,2009-05-11,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,154,5,18.6,150,4,19.4,normal,Chennai Super Kings,runs,4,Krunal Rossouw,Marais Erasmus,Nitin Menon,True
M0108,2009,48,League,2009-05-13,Eden Gardens,Kolkata,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,186,5,18.6,171,4,16.8,normal,Kolkata Knight Riders,runs,15,Naveen Kishan,Anil Chaudhary,Marais Erasmus,False
M0109,2009,49,League,2009-05-15,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,181,8,20.0,182,10,17.9,normal,Royal Challengers Bangalore,wickets,6,Kuldeep Ashwin,AK Chaudhary,Paul Reiffel,True
M0110,2009,50,League,2009-05-16,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,112,4,19.0,121,6,17.5,normal,Rajasthan Royals,wickets,10,James Rahul,Virender Sharma,Marais Erasmus,False
M0111,2009,51,League,2009-05-17,Greenfield Intl Stadium,Thiruvananthapuram,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,215,5,18.8,189,5,17.1,normal,Deccan Chargers,runs,26,Babar Nortje,S Ravi,Sundaram Ravi,False
M0112,2009,52,League,2009-05-18,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,225,10,20.0,219,10,16.7,normal,Kings XI Punjab,runs,6,Lockie Steyn,Virender Sharma,Michael Gough,True
M0113,2009,53,League,2009-05-20,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Deccan Chargers,Kings XI Punjab,Deccan Chargers,bat,116,6,19.7,125,2,18.9,normal,Kings XI Punjab,wickets,6,Glenn Azam,Bruce Oxenford,Kumar Dharmasena,True
M0114,2009,54,League,2009-05-21,M. A. Chidambaram Stadium,Chennai,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,213,10,20.0,135,5,15.0,normal,Mumbai Indians,runs,78,Ibrahim Ngidi,Paul Reiffel,Michael Gough,False
M0115,2009,55,League,2009-05-22,Wankhede Stadium,Mumbai,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,221,5,19.0,194,9,18.8,normal,Royal Challengers Bangalore,runs,27,Ajinkya Saha,Virender Sharma,Nitin Menon,True
M0116,2009,56,League,2009-05-23,JSCA Intl Stadium Complex,Ranchi,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,field,132,6,19.9,60,1,17.5,normal,Kolkata Knight Riders,runs,74,Aaron Conway,Anil Chaudhary,Nitin Menon,True
M0117,2009,57,Qualifier 1,2009-05-24,Barabati Stadium,Cuttack,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,178,8,20.0,185,2,17.7,normal,Royal Challengers Bangalore,wickets,3,Shaheen Cummins,Rod Tucker,KN Ananthapadmanabhan,True
M0118,2009,58,Eliminator,2009-05-25,Eden Gardens,Kolkata,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,225,2,18.4,147,2,19.6,normal,Deccan Chargers,runs,78,Lockie Starc,S Ravi,Paul Reiffel,True
M0119,2009,59,Qualifier 2,2009-05-26,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,148,10,20.0,133,7,17.4,normal,Kolkata Knight Riders,runs,15,Wriddhiman Steyn,Simon Taufel,S Ravi,True
M0120,2009,60,Final,2009-05-27,Eden Gardens,Kolkata,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,210,6,18.4,218,2,19.1,normal,Kings XI Punjab,wickets,9,Faheem Pandey,Michael Gough,Bruce Oxenford,True
M0121,2010,1,League,2010-04-19,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,239,4,18.8,200,3,19.5,normal,Mumbai Indians,runs,39,Najibullah Ngidi,CK Nandan,Virender Sharma,False
M0122,2010,2,League,2010-04-21,Punjab Cricket Association Stadium,Mohali,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,bat,237,6,19.3,156,2,18.5,normal,Kings XI Punjab,runs,81,Bhuvneshwar Sharma,Rod Tucker,KN Ananthapadmanabhan,False
M0123,2010,3,League,2010-04-23,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,field,111,9,18.1,60,8,16.9,normal,Delhi Daredevils,runs,65,Shadab van der Dussen,S Ravi,Rod Tucker,True
M0124,2010,4,League,2010-04-25,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,162,9,18.3,77,5,19.2,normal,Mumbai Indians,runs,85,Harry Yadav,Marais Erasmus,Aleem Dar,True
M0125,2010,5,League,2010-04-27,Wankhede Stadium,Mumbai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,216,7,18.4,217,9,16.1,normal,Mumbai Indians,wickets,3,Mitch Coetzee,Billy Bowden,Ulhas Gandhe,True
M0126,2010,6,League,2010-04-28,Wankhede Stadium,Mumbai,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,163,5,18.2,164,1,16.7,normal,Mumbai Indians,wickets,6,Sanju Pope,Rod Tucker,Simon Taufel,False
M0127,2010,7,League,2010-04-29,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,bat,144,5,19.9,151,2,16.2,normal,Delhi Daredevils,wickets,6,Dewald van der Dussen,Kumar Dharmasena,Anil Chaudhary,True
M0128,2010,8,League,2010-04-30,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,188,2,18.1,195,5,18.8,normal,Royal Challengers Bangalore,wickets,5,Dwaine Afridi,KN Ananthapadmanabhan,Kumar Dharmasena,False
M0129,2010,9,League,2010-05-02,MCA Stadium,Pune,Kings XI Punjab,Deccan Chargers,Deccan Chargers,bat,223,3,18.7,227,10,17.2,normal,Deccan Chargers,super over,0,Babar Stokes,Ulhas Gandhe,Bruce Oxenford,True
M0130,2010,10,League,2010-05-04,M. A. Chidambaram Stadium,Chennai,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,field,118,2,18.3,123,4,15.8,normal,Delhi Daredevils,wickets,10,Steve Shaw,Rod Tucker,Billy Bowden,False
M0131,2010,11,League,2010-05-05,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,172,2,18.5,178,6,16.2,normal,Deccan Chargers,wickets,7,Shai Amla,AK Chaudhary,Billy Bowden,False
M0132,2010,12,League,2010-05-06,Himachal Pradesh Cricket Association Stadium,Dharamsala,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,117,5,18.1,60,3,19.7,normal,Kolkata Knight Riders,runs,63,Sunil Cummins,Richard Kettleborough,Simon Taufel,True
M0133,2010,13,League,2010-05-07,Eden Gardens,Kolkata,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,163,6,18.6,140,8,19.8,normal,Kolkata Knight Riders,runs,23,Mohammed Malan,Rod Tucker,Chris Gaffaney,True
M0134,2010,14,League,2010-05-09,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,100,8,18.9,105,10,17.7,normal,Kolkata Knight Riders,wickets,8,Aaron Saha,AK Chaudhary,Marais Erasmus,True
M0135,2010,15,League,2010-05-10,Wankhede Stadium,Mumbai,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,126,2,19.7,101,6,17.5,normal,Kolkata Knight Riders,runs,25,Rashid Gaikwad,CK Nandan,S Ravi,True
M0136,2010,16,League,2010-05-11,Eden Gardens,Kolkata,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,65,4,14.3,0,0,0.0,no result,,,0,AB Buttler,Marais Erasmus,Rod Tucker,False
M0137,2010,17,League,2010-05-13,Brabourne Stadium,Mumbai,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,192,2,19.4,187,3,16.3,normal,Rajasthan Royals,runs,5,Ollie Siraj,Virender Sharma,Richard Kettleborough,True
M0138,2010,18,League,2010-05-14,Punjab Cricket Association Stadium,Mohali,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,205,4,19.7,210,9,19.8,normal,Kings XI Punjab,wickets,4,Shoaib Ali,S Ravi,Sundaram Ravi,False
M0139,2010,19,League,2010-05-15,Brabourne Stadium,Mumbai,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,field,136,9,18.0,143,9,17.1,normal,Chennai Super Kings,wickets,1,Shreyas Jadeja,Paul Reiffel,CK Nandan,True
M0140,2010,20,League,2010-05-16,Punjab Cricket Association Stadium,Mohali,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,bat,147,5,18.1,119,3,19.0,normal,Kings XI Punjab,runs,28,Sanju Pope,Rod Tucker,Chris Gaffaney,True
M0141,2010,21,League,2010-05-18,Eden Gardens,Kolkata,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,164,9,19.0,160,2,15.0,normal,Royal Challengers Bangalore,runs,4,Marco Sundar,Chris Gaffaney,Aleem Dar,False
M0142,2010,22,League,2010-05-20,M. A. Chidambaram Stadium,Chennai,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,field,185,8,18.7,191,6,19.1,normal,Deccan Chargers,wickets,8,Shaheen Malan,Anil Chaudhary,S Ravi,False
M0143,2010,23,League,2010-05-22,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,104,3,19.7,108,6,17.3,normal,Royal Challengers Bangalore,wickets,3,Faf Brewis,KN Ananthapadmanabhan,Ulhas Gandhe,False
M0144,2010,24,League,2010-05-24,MCA Stadium,Pune,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,218,8,19.5,224,7,19.7,normal,Rajasthan Royals,wickets,4,Dwaine Ngidi,KN Ananthapadmanabhan,Kumar Dharmasena,True
M0145,2010,25,League,2010-05-26,Eden Gardens,Kolkata,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,219,4,19.8,148,2,17.4,normal,Kolkata Knight Riders,runs,71,Hardik Azam,AK Chaudhary,Bruce Oxenford,True
M0146,2010,26,League,2010-05-27,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,bat,159,6,19.3,161,3,19.6,normal,Chennai Super Kings,wickets,5,Mohammad Gill,KN Ananthapadmanabhan,Simon Taufel,False
M0147,2010,27,League,2010-05-28,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,122,3,18.2,84,10,19.7,normal,Delhi Daredevils,runs,38,Marcus Sundar,Kumar Dharmasena,Sundaram Ravi,True
M0148,2010,28,League,2010-05-29,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,173,7,19.6,182,10,18.0,normal,Rajasthan Royals,wickets,7,Umesh Rossouw,Kumar Dharmasena,S Ravi,True
M0149,2010,29,League,2010-05-30,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,bat,174,2,19.2,137,5,17.5,normal,Kings XI Punjab,runs,37,Shadab Salt,Kumar Dharmasena,Chris Gaffaney,True
M0150,2010,30,League,2010-06-01,Eden Gardens,Kolkata,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,bat,92,2,13.3,0,0,0.0,no result,,,0,Manish Ferguson,Rod Tucker,Bruce Oxenford,False
M0151,2010,31,League,2010-06-02,Punjab Cricket Association Stadium,Mohali,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,134,2,14.9,0,0,0.0,no result,,,0,Shimron Curran,AK Chaudhary,S Ravi,True
M0152,2010,32,League,2010-06-03,Holkar Cricket Stadium,Indore,Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,203,3,18.3,204,5,17.3,normal,Deccan Chargers,wickets,9,Axar Zaman,Marais Erasmus,Sundaram Ravi,True
M0153,2010,33,League,2010-06-04,Sawai Mansingh Stadium,Jaipur,Deccan Chargers,Kings XI Punjab,Deccan Chargers,bat,126,4,18.8,60,7,18.4,normal,Deccan Chargers,runs,74,Rilee Ferguson,Marais Erasmus,Billy Bowden,True
M0154,2010,34,League,2010-06-05,Chinnaswamy Stadium,Bangalore,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,162,2,18.2,163,8,16.5,tie,Delhi Daredevils,super over,0,Trent Zaman,Michael Gough,Marais Erasmus,False
M0155,2010,35,League,2010-06-07,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,145,3,18.2,129,9,16.1,normal,Royal Challengers Bangalore,runs,16,Kane Sharma,Sundaram Ravi,Michael Gough,True
M0156,2010,36,League,2010-06-09,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,139,4,8.0,0,0,0.0,no result,,,0,Faf Stubbs,Richard Kettleborough,Kumar Dharmasena,True
M0157,2010,37,League,2010-06-10,Wankhede Stadium,Mumbai,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,132,4,19.7,135,1,17.8,normal,Kings XI Punjab,wickets,4,Alzarri Amir,Nitin Menon,Kumar Dharmasena,True
M0158,2010,38,League,2010-06-11,Eden Gardens,Kolkata,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,243,4,18.8,244,4,16.5,normal,Kolkata Knight Riders,wickets,6,Ravindra Guptill,Ulhas Gandhe,Paul Reiffel,True
M0159,2010,39,League,2010-06-13,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,bat,136,6,19.7,111,4,19.8,normal,Deccan Chargers,runs,25,Marcus Coetzee,Michael Gough,AK Chaudhary,True
M0160,2010,40,League,2010-06-14,JSCA Intl Stadium Complex,Ranchi,Mumbai Indians,Delhi Daredevils,Mumbai Indians,field,165,8,19.9,154,3,17.7,normal,Mumbai Indians,runs,11,Ravichandran Gill,Simon Taufel,Chris Gaffaney,False
M0161,2010,41,League,2010-06-15,MCA Stadium,Pune,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,236,3,19.4,220,7,15.3,normal,Kings XI Punjab,runs,16,Prithvi Coetzee,Simon Taufel,Anil Chaudhary,False
M0162,2010,42,League,2010-06-16,Narendra Modi Stadium,Ahmedabad,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,131,4,19.1,117,5,17.9,normal,Kings XI Punjab,runs,14,Mark Amir,KN Ananthapadmanabhan,Kumar Dharmasena,True
M0163,2010,43,League,2010-06-18,Wankhede Stadium,Mumbai,Mumbai Indians,Deccan Chargers,Mumbai Indians,bat,272,9,19.2,203,5,15.0,normal,Deccan Chargers,runs,69,Shikhar de Villiers,Ulhas Gandhe,Richard Kettleborough,True
M0164,2010,44,League,2010-06-19,Brabourne Stadium,Mumbai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,219,10,20.0,173,5,16.4,normal,Mumbai Indians,runs,46,Axar Amla,CK Nandan,Ulhas Gandhe,True
M0165,2010,45,League,2010-06-20,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,bat,135,2,18.2,144,8,19.0,normal,Delhi Daredevils,wickets,2,Wahab Lyon,Aleem Dar,CK Nandan,False
M0166,2010,46,League,2010-06-22,Punjab Cricket Association Stadium,Mohali,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,field,207,10,20.0,213,4,20.0,normal,Kings XI Punjab,wickets,1,Rahul Finch,Ulhas Gandhe,Billy Bowden,True
M0167,2010,47,League,2010-06-24,Himachal Pradesh Cricket Association Stadium,Dharamsala,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,208,9,18.8,210,6,19.6,normal,Kings XI Punjab,wickets,1,Tristan Stubbs,Bruce Oxenford,AK Chaudhary,True
M0168,2010,48,League,2010-06-25,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,111,9,19.8,112,6,15.0,normal,Kings XI Punjab,wickets,9,Andre Ali,Virender Sharma,Nitin Menon,True
M0169,2010,49,League,2010-06-26,Arun Jaitley Stadium,Delhi,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,229,10,20.0,236,2,19.6,normal,Kings XI Punjab,wickets,2,Denesh Ferguson,Aleem Dar,Richard Kettleborough,True
M0170,2010,50,League,2010-06-27,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,bat,269,4,18.3,212,7,15.0,normal,Kings XI Punjab,runs,57,Devon Wood,Rod Tucker,Kumar Dharmasena,True
M0171,2010,51,League,2010-06-28,Punjab Cricket Association Stadium,Mohali,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,bat,130,8,19.0,133,6,18.8,normal,Kings XI Punjab,wickets,5,Hasan Malan,S Ravi,Ulhas Gandhe,True
M0172,2010,52,League,2010-06-30,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,field,209,2,18.9,165,5,16.4,normal,Delhi Daredevils,runs,44,Shreyas Bairstow,Simon Taufel,CK Nandan,False
M0173,2010,53,League,2010-07-01,Punjab Cricket Association Stadium,Mohali,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,field,81,6,13.2,0,0,0.0,no result,,,0,Mujeeb Natarajan,Rod Tucker,KN Ananthapadmanabhan,False
M0174,2010,54,League,2010-07-02,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,137,8,18.0,112,4,15.5,normal,Kings XI Punjab,runs,25,Denesh Ferguson,Billy Bowden,S Ravi,True
M0175,2010,55,League,2010-07-04,Eden Gardens,Kolkata,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,bat,193,6,19.9,158,7,16.2,normal,Kolkata Knight Riders,runs,35,Shikhar Archer,Billy Bowden,Marais Erasmus,True
M0176,2010,56,League,2010-07-05,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,bat,189,6,18.2,190,9,18.9,normal,Delhi Daredevils,wickets,6,Quinton Ngidi,Richard Kettleborough,Nitin Menon,False
M0177,2010,57,Qualifier 1,2010-07-06,Himachal Pradesh Cricket Association Stadium,Dharamsala,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,129,4,19.3,131,1,17.9,normal,Rajasthan Royals,wickets,2,Lockie Stubbs,Rod Tucker,Michael Gough,False
M0178,2010,58,Eliminator,2010-07-08,DY Patil Stadium,Navi Mumbai,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,207,10,20.0,182,5,19.5,normal,Delhi Daredevils,runs,25,Ross Brevis,AK Chaudhary,Anil Chaudhary,True
M0179,2010,59,Qualifier 2,2010-07-09,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,170,2,19.9,174,7,17.5,normal,Kolkata Knight Riders,wickets,3,Mohammad Maxwell,AK Chaudhary,Ulhas Gandhe,True
M0180,2010,60,Final,2010-07-10,Holkar Cricket Stadium,Indore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,96,10,20.0,105,9,16.3,normal,Royal Challengers Bangalore,wickets,10,Andre Yadav,Bruce Oxenford,Paul Reiffel,True
M0181,2011,1,League,2011-03-12,M. A. Chidambaram Stadium,Chennai,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,bat,105,5,20.0,114,2,15.0,normal,Kochi Tuskers Kerala,wickets,5,Mitch Zampa,Anil Chaudhary,Michael Gough,True
M0182,2011,2,League,2011-03-13,JSCA Intl Stadium Complex,Ranchi,Kochi Tuskers Kerala,Mumbai Indians,Mumbai Indians,field,130,1,13.2,0,0,0.0,no result,,,0,Rilee Amla,Bruce Oxenford,Chris Gaffaney,True
M0183,2011,3,League,2011-03-14,Chinnaswamy Stadium,Bangalore,Chennai Super Kings,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,181,6,18.4,188,3,17.2,normal,Chennai Super Kings,wickets,4,Dawid Iyer,CK Nandan,Anil Chaudhary,False
M0184,2011,4,League,2011-03-15,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Deccan Chargers,Delhi Daredevils,bat,166,2,18.6,173,10,15.9,normal,Deccan Chargers,wickets,3,Sunil Steyn,Richard Kettleborough,Simon Taufel,True
M0185,2011,5,League,2011-03-17,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,111,4,18.5,109,2,16.3,normal,Royal Challengers Bangalore,runs,2,Dwaine Ngidi,Michael Gough,Aleem Dar,False
M0186,2011,6,League,2011-03-18,MCA Stadium,Pune,Delhi Daredevils,Kochi Tuskers Kerala,Delhi Daredevils,bat,175,9,18.3,184,5,18.1,normal,Kochi Tuskers Kerala,wickets,5,Glenn Chahal,Kumar Dharmasena,Aleem Dar,True
M0187,2011,7,League,2011-03-19,Wankhede Stadium,Mumbai,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,bat,198,4,18.7,143,5,16.1,normal,Mumbai Indians,runs,55,Mohammad Maxwell,S Ravi,Kumar Dharmasena,True
M0188,2011,8,League,2011-03-21,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,122,4,18.4,111,9,16.7,normal,Kolkata Knight Riders,runs,11,Marcus Coetzee,Marais Erasmus,CK Nandan,False
M0189,2011,9,League,2011-03-22,Wankhede Stadium,Mumbai,Mumbai Indians,Pune Warriors India,Mumbai Indians,field,95,4,19.6,101,3,17.0,normal,Pune Warriors India,wickets,2,Marcus Yadav,KN Ananthapadmanabhan,Simon Taufel,True
M0190,2011,10,League,2011-03-23,Wankhede Stadium,Mumbai,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,278,8,19.2,223,6,15.7,normal,Kings XI Punjab,runs,55,Aaron Saha,Bruce Oxenford,S Ravi,True
M0191,2011,11,League,2011-03-25,Greenfield Intl Stadium,Thiruvananthapuram,Kochi Tuskers Kerala,Pune Warriors India,Kochi Tuskers Kerala,field,122,5,18.7,123,6,17.8,normal,Pune Warriors India,wickets,4,Jos Maxwell,Richard Kettleborough,Kumar Dharmasena,False
M0192,2011,12,League,2011-03-26,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,field,130,4,18.8,112,1,18.5,normal,Rajasthan Royals,runs,18,Sanju Rizwan,CK Nandan,Anil Chaudhary,False
M0193,2011,13,League,2011-03-27,MCA Stadium,Pune,Pune Warriors India,Delhi Daredevils,Pune Warriors India,bat,103,8,18.3,93,3,17.3,normal,Pune Warriors India,runs,10,MS Jadeja,Richard Kettleborough,Ulhas Gandhe,True
M0194,2011,14,League,2011-03-28,Wankhede Stadium,Mumbai,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,223,4,18.0,231,9,18.6,normal,Rajasthan Royals,wickets,3,Jos Maxwell,Chris Gaffaney,Sundaram Ravi,True
M0195,2011,15,League,2011-03-30,Narendra Modi Stadium,Ahmedabad,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,154,8,19.2,152,7,15.9,tie,Kolkata Knight Riders,super over,0,Chris Sundar,AK Chaudhary,Simon Taufel,True
